15207:17,70,76,226,302,508,564,616,654,698
15211:17,61,157,245,508,564,840,5627,8069,10541
15214:157,197,840,1352,2548,3196,3307,5111,8069,10541
15216:8,322,500,605,1352,3913,4755,9101,9354,20997
15221:8,17,58,70,76,508,518,564,616,974
15224:15,17,58,70,302,518,542,616,650,654
15253:8,17,58,84,245,302,518,542,616,654
15278:8,15,17,32,58,84,302,518,616,654
15280:8,17,29,58,70,302,564,616,650,654
15288:8,29,58,76,84,302,354,518,616,654
15289:8,17,70,76,226,302,508,564,616,1023
15297:225,378,508,840,931,1208,1352,1790,2200,4755
15302:8,17,29,84,302,354,518,616,654,1405
15303:69,327,1410,1917,2018,3440,3711,12597,38690,93408
15306:17,17,17,17,17,17,17,17,17,17
15308:8,17,65,157,245,302,327,508,2548,3196
15313:17,17,17,17,17,17,17,17,17,17
15333:8,17,58,76,84,302,518,542,564,654
15340:8,17,58,76,84,138,354,616,650,1102
15352:8,17,29,58,76,84,542,616,650,654
15357:168,352,774,827,1527,1539,3213,4600,4755,4825
15366:8,15,17,76,84,354,518,542,616,1102
15375:8,15,17,58,76,302,518,542,616,654
15378:17,58,70,76,84,302,354,361,616,654
15380:7821,11015,18996,24660,25365,27732,59295,73907,114114,117317
15385:8,58,76,84,354,518,616,650,654,1102
15388:8,17,58,76,84,138,302,354,616,654
15394:8,17,29,58,84,302,518,616,650,654
15404:17,29,58,76,226,302,564,616,650,654
15420:8,17,58,84,138,302,564,616,650,654
15421:8,17,58,84,302,616,23387,50201,80767,97813
15433:17,58,76,245,508,518,656,1023,1405,1790
15434:8,17,58,70,84,302,564,616,650,654
15441:6,17,29,58,238,301,302,518,654,866
15442:17,70,76,226,262,302,500,654,780,5767
15448:226,4021,5103,5355,16763,76017,17,17,17,17
15451:8,15,17,58,101,302,518,564,616,654
15466:17,17,17,17,17,17,17,17,17,17
15469:186,378,1342,3378,3704,7649,8161,18705,22713,22929
15470:654,1455,2215,3039,4671,5512,7622,9594,9790,14685
15476:17,58,76,81,302,542,564,616,654,2139
15477:8,17,58,302,518,542,564,616,650,654
15490:17,17,17,17,17,17,17,17,17,17
15495:8,17,58,76,302,542,564,616,650,654
15496:15,17,76,226,245,508,533,616,1023,2548
15503:8,17,84,245,302,518,616,654,899,947
15524:17,29,58,76,84,302,354,361,616,654
15525:8,29,76,84,354,518,542,564,650,1102
15534:245,441,508,710,1002,1065,1205,1410,1744,3506
15541:17,17,17,17,17,17,17,17,17,17
15551:29,58,76,302,354,518,616,650,654,1102
15567:8,17,29,58,76,84,302,354,616,1102
15587:17,70,76,81,226,302,508,564,616,698
15591:8,17,58,76,226,302,508,616,654,1023
15599:17,58,70,76,81,302,542,616,650,654
15600:17,17,17,17,17,17,17,17,17,17
15601:17,29,58,76,101,302,354,616,654,1102
15604:8,29,58,76,84,302,518,542,650,654
15608:8,17,70,245,302,508,616,873,947,1382
15609:8,17,29,58,84,302,542,650,654,861
15621:168,463,661,719,760,984,2153,5480,8860,13567
15625:8,17,58,76,302,508,518,564,616,654
15631:34973,118705,17,17,17,17,17,17,17,17
15640:8,17,58,76,84,302,518,564,616,654
15648:15,17,58,61,70,76,302,542,616,654
15654:17,70,76,81,226,302,500,508,542,564
15666:17,17,17,17,17,17,17,17,17,17
15671:17,17,17,17,17,17,17,17,17,17
15690:17,70,245,564,710,873,899,931,947,3704
15715:70,94,508,698,986,1023,1126,1276,1382,1744
15724:6,8,15,17,58,302,518,542,616,654
15725:669,1352,1527,2880,3107,3172,19528,21771,36432,48867
15737:8,17,58,70,76,81,302,354,616,654
15752:8,29,58,76,302,354,518,616,654,1102
15760:17,58,302,578,616,3067,4619,15521,18851,31938
15773:8,17,58,84,302,518,542,564,616,654
15774:8,17,58,70,76,84,302,564,616,654
15782:8,17,84,101,378,518,902,1102,1589,7006
15794:17,238,302,485,564,616,654,1196,4032,23071
15809:61,94,245,542,564,774,1267,2980,4798,10316
15835:8,17,84,378,518,542,616,902,1535,1930
15857:8,15,17,58,84,101,302,542,616,654
15858:17,40,76,361,564,890,2139,3568,5097,10039
15860:76,463,661,719,984,1326,2318,5480,5738,8860
15866:8,17,58,76,302,542,564,616,650,654
15882:8,15,17,58,76,302,564,616,650,654
15889:157,197,840,2548,5111,5627,10541,13049,14793,26925
15890:8,17,58,84,302,354,616,650,654,1102
15908:247,698,931,2548,3471,8321,9289,11563,17567,45956
15914:8,15,17,58,302,518,542,616,650,654
15917:8,17,29,58,84,302,354,518,616,654
15918:17,58,61,84,302,364,518,542,616,654
15935:8,15,17,58,302,518,542,564,616,654
15940:17,58,76,224,285,302,564,616,650,654
15950:17,76,168,302,564,616,698,719,984,1326
15963:8,17,58,84,302,564,616,650,654,736
15977:8,17,58,84,302,354,518,616,650,654
15988:17,29,58,76,224,302,429,518,669,924
15999:8,15,17,58,84,245,302,518,616,654
16008:8,17,58,94,245,302,518,616,654,7560
16017:8,17,76,302,358,508,542,564,650,65260
16020:17,17,17,17,17,17,17,17,17,17
16021:17,17,17,17,17,17,17,17,17,17
16043:8,17,58,70,302,508,518,542,616,654
16062:17,17,17,17,17,17,17,17,17,17
16065:8,29,58,76,84,518,616,650,654,1102
16074:76,81,395,616,944,2548,6916,7194,13386,38382
16088:8,17,29,58,84,302,518,542,616,654
16093:8,15,17,58,84,302,518,542,616,654
16097:76,684,2354,2528,4093,4146,5357,8783,12093,16658
16099:168,226,297,463,564,719,984,5538,5557,6097
16112:8,17,29,58,76,84,518,542,650,654
16113:8,17,29,76,84,302,542,616,650,654
16122:8,29,58,76,84,302,518,616,654,1102
16132:8,17,58,84,302,564,616,650,654,736
16137:15,76,81,224,245,363,650,861,11333,21175
16141:8,29,58,76,84,302,518,616,650,654
16151:17,29,58,76,84,302,518,542,650,1102
16167:8,17,58,70,76,302,564,616,650,654
16169:165,295,302,472,999,1050,4194,8596,9968,23962
16185:17,61,245,302,353,518,542,564,616,654
16186:17,17,17,17,17,17,17,17,17,17
16187:8,17,76,81,226,245,508,542,564,616
16192:1989,9961,19244,23317,36401,45791,85292,99734,17,17
16217:76,463,719,984,1326,1400,2318,5480,5738,8860
16231:76,463,661,719,984,1326,2318,5480,5738,8860
16233:8,15,17,29,58,302,518,542,616,654
16234:76,168,661,984,1326,1400,2153,5480,5738,8860
16235:17,17,17,17,17,17,17,17,17,17
16238:17,17,17,17,17,17,17,17,17,17
16256:40,225,226,358,1913,2139,2265,2848,17990,47048
16269:8,17,29,58,76,84,224,302,616,654
16277:8,17,29,76,84,302,542,616,650,654
16287:8,15,17,32,61,65,245,302,518,616
16292:17,70,76,81,138,226,302,508,564,616
16297:17,17,17,17,17,17,17,17,17,17
16301:8,15,17,32,61,245,518,542,616,654
16302:8,17,65,70,76,84,302,518,616,654
16305:8,17,58,76,84,302,542,616,654,1102
16309:8,17,29,58,76,84,302,518,542,650
16329:8,17,58,84,101,302,542,616,654,1102
16330:8,15,17,29,76,84,302,518,542,654
16335:8,17,29,76,84,302,518,542,650,654
16337:81,500,1616,6901,20730,24016,24225,28590,34196,83102
16338:8,17,65,84,245,327,518,542,616,654
16352:6,8,17,58,84,101,302,518,616,861
16380:17,17,17,17,17,17,17,17,17,17
16388:8,17,61,76,289,302,518,542,616,654
16411:17,76,81,245,302,508,542,564,616,2548
16422:302,472,1050,4194,4292,7441,9572,9968,23962,35781
16447:8,29,58,76,84,302,361,616,654,1102
16449:81,229,330,690,803,1499,13091,14884,26886,35356
16465:17,1069,1592,2121,2548,7048,23161,37332,58227,67812
16467:8,17,58,76,302,394,542,616,650,654
16474:8,17,29,58,76,84,302,354,616,1102
16493:17,94,119,131,245,301,1267,2955,6210,15510
16495:8,17,84,245,302,508,518,654,931,947
16515:17,58,70,76,226,302,508,616,654,780
16522:8,17,58,76,84,302,354,518,616,654
16524:1002,3246,3307,21954,22105,22614,22931,24431,32607,42397
16525:8,17,58,76,302,564,616,650,654,698
16530:8,15,17,58,84,245,302,518,616,654
16531:17,17,17,17,17,17,17,17,17,17
16532:17,81,119,225,226,361,429,508,931,1382
16552:8,17,58,62,65,84,245,289,616,1196
16553:8,17,29,58,70,84,302,616,654,1187
16554:8,15,17,58,61,245,302,616,650,654
16558:17,17,17,17,17,17,17,17,17,17
16568:17,32,70,94,508,616,1023,1126,1382,1451
16628:15,17,32,58,61,245,302,542,616,654
16639:574,661,719,1326,2153,2318,5480,5738,8733,8860
16640:8,29,58,76,84,302,518,542,650,654
16641:8,17,58,76,302,354,518,616,654,1102
16642:8,15,17,58,61,76,302,518,616,654
16643:8,15,17,61,103,245,518,542,616,654
16666:719,7646,15064,15766,22036,36825,39257,63242,74385,84927
16667:17,58,76,81,245,302,353,1002,2548,3307
16674:17,58,76,84,302,542,564,616,654,1102
16679:273,441,669,710,736,1205,5122,12586,12905,15298
16710:8,17,58,61,302,518,542,564,616,654
16714:8,17,29,58,84,302,564,616,650,654
16775:64,140,731,3041,9354,10404,10503,42440,48208,67574
16776:8,29,58,76,84,302,354,616,654,1102
16796:17,76,84,226,354,508,564,616,654,866
16799:8,17,58,76,84,302,518,564,616,654
16812:17,76,81,168,226,564,616,719,1326,5480
16815:8,17,58,76,226,262,302,616,654,780
16833:337,385,805,3250,5726,11281,16881,33223,62840,77581
16838:8,61,65,84,94,245,500,518,1256,32713
16839:8,17,29,58,76,84,354,616,650,1102
16858:17,17,17,17,17,17,17,17,17,17
16859:101934,114572,17,17,17,17,17,17,17,17
16860:17,58,76,190,302,564,654,698,1970,2139
16878:8,29,58,76,84,302,518,542,650,654
16887:8,29,58,84,302,518,542,616,650,654
16890:8,17,32,58,302,508,518,542,616,654
16891:17,17,17,17,17,17,17,17,17,17
16896:8,17,58,70,76,226,302,616,654,780
16898:23768,78387,96618,17,17,17,17,17,17,17
16918:22,834,1109,1119,1131,1471,3661,5084,5648,7048
16926:8,17,58,76,84,302,518,542,616,654
16929:17,61,76,245,518,542,564,1382,2139,4798
16945:17,32,58,138,302,568,616,650,736,1349
16954:15,29,76,84,101,302,542,564,650,654
16961:17,65,70,302,508,616,654,1023,1382,1405
16972:17,17,17,17,17,17,17,17,17,17
16980:17,76,81,302,327,508,698,2139,4671,25481
16983:8,17,29,76,84,302,518,542,650,654
16993:8,15,17,29,58,84,302,518,616,654
17006:8,17,29,76,84,302,542,616,650,654
17007:8,29,58,76,138,354,518,616,650,654
17008:8,15,17,65,245,302,327,518,616,654
17020:8,17,29,58,302,564,616,650,654,861
17034:17,29,58,76,302,354,616,654,866,2139
17053:8,17,58,84,302,429,616,654,861,1684
17056:8,17,29,58,76,84,518,542,650,654
17074:1749,4021,4639,13696,37082,95682,102939,17,17,17
17079:8,17,58,76,302,518,542,564,616,654
17097:8,17,58,76,84,302,508,518,616,654
17099:8,17,29,58,84,302,542,564,650,654
17115:17,40,245,262,542,564,2194,3484,4292,8008
17116:3060,3282,6320,16009,20245,40831,47278,54356,54427,71248
17117:8,17,245,508,564,710,873,931,947,1382
17118:8,17,58,76,84,302,518,542,616,654
17147:8,17,76,84,508,518,542,564,736,866
17154:81,1616,10236,24016,24225,28590,34330,55412,78108,83102
17158:533,603,4040,5975,6311,8772,10981,12294,13341,14814
17159:8,15,17,58,61,302,518,542,616,654
17164:17,58,76,81,84,138,226,302,616,654
17165:8,15,17,58,302,542,564,616,650,654
17178:20769,92781,111199,17,17,17,17,17,17,17
17191:17,70,226,302,508,542,564,616,654,1535
17193:8,17,84,245,302,518,616,654,873,1382
17195:8,17,58,302,542,564,616,650,654,861
17208:385,805,15475,18892,19089,22801,28166,31619,39619,48992
17241:8,17,58,70,84,302,518,542,616,654
17243:17,58,76,84,138,226,302,354,616,654
17251:76,168,463,661,719,984,1326,7838,8860,10267
17254:30771,84943,105897,111262,17,17,17,17,17,17
17266:8,17,29,58,76,84,302,354,616,1102
17267:17,70,76,226,302,542,654,787,1023,1535
17272:8,29,84,302,354,518,564,616,650,654
17278:17,76,197,302,508,542,564,616,654,840
17279:226,533,911,2139,4671,5975,7926,8772,10981,17316
17285:8,17,76,1299,17055,22058,39788,60324,70311,78240
17297:17,29,58,84,302,518,542,564,616,654
17328:8,17,58,84,302,564,616,650,654,736
17358:8,29,58,76,84,302,518,616,654,1102
17363:8,17,29,58,84,302,518,542,616,654
17378:1419,5292,14255,15190,43006,89419,17,17,17,17
17412:891,931,1002,1382,1446,2548,5784,11973,19299,89220
17415:6,17,29,58,76,302,363,616,650,654
17418:138,238,650,1002,1351,7869,20642,30941,40013,104003
17426:17,17,17,17,17,17,17,17,17,17
17440:8,15,17,58,76,302,518,564,616,654
17448:176,509,815,834,1131,3177,3373,4589,7669,11467
17461:311,533,3034,4671,5975,7622,7926,8772,9435,17316
17473:17,65,76,302,361,508,654,1023,1382,1410
17474:17,76,670,698,1546,2139,16995,19829,31315,33572
17475:8,29,76,84,302,354,518,616,650,1102
17477:8,17,58,70,84,302,354,564,616,654
17484:8,245,353,542,2739,2939,3039,4268,4993,7334
17492:8,58,76,84,354,518,616,650,654,1102
17498:17,17,17,17,17,17,17,17,17,17
17499:3723,12929,15284,21279,45611,50378,63712,98858,104100,17
17513:8,17,58,84,302,564,616,650,654,736
17522:8,17,70,76,226,302,508,1023,1382,1644
17528:8,17,29,58,302,518,564,616,650,654
17530:8,17,29,58,76,302,542,616,650,654
17547:6,17,58,224,302,483,650,654,21367,33364
17549:337,385,805,3250,5726,11281,16881,33223,39936,45975
17551:8,17,65,84,119,131,302,327,518,4364
17556:70,81,827,1205,1888,2700,3819,5890,6097,8586
17562:8,15,17,58,302,518,542,564,616,654
17576:306,603,1397,2510,4656,5975,6311,7926,13341,14268
17579:17,17,17,17,17,17,17,17,17,17
17591:4348,5584,17822,21439,54442,54606,54989,61279,89928,17
17592:8,17,70,76,168,302,508,564,616,654
17606:8,17,58,76,84,302,518,542,650,654
17620:17,17,17,17,17,17,17,17,17,17
17624:29,58,76,84,302,354,518,616,650,654
17625:17,76,508,533,931,1352,2880,4671,4825,10041
17626:17,70,138,226,302,616,654,1023,1462,1535
17642:17,17,17,17,17,17,17,17,17,17
17653:17,70,76,398,669,901,1462,1592,12508,26722
17671:8,17,84,302,518,736,1009,1039,1102,14728
17688:29,58,76,84,302,354,518,616,654,1102
17689:29,58,76,138,301,302,518,616,650,654
17695:8,29,58,76,84,302,354,616,654,1102
17716:1718,6125,6186,9554,18716,19908,25956,34975,51677,102013
17731:21666,83875,17,17,17,17,17,17,17,17
17749:8,29,58,76,84,302,354,518,616,654
17753:8,17,29,58,76,84,542,616,650,654
17779:8,29,58,76,84,302,354,616,654,1102
17792:17,17,17,17,17,17,17,17,17,17
17798:17,76,262,719,1164,1913,2021,2265,3955,28933
17810:8,17,29,58,76,84,302,518,616,654
17812:8,29,58,76,84,302,518,542,616,654
17813:8,17,245,302,518,616,650,654,873,1099
17831:21825,29778,44510,56263,92244,92830,17,17,17,17
17844:17,58,70,76,138,354,616,654,1535,12332
17863:17,17,17,17,17,17,17,17,17,17
17867:857,1167,1397,3034,4858,4971,7926,13049,13108,19188
17869:168,463,661,719,984,1326,1400,2318,5480,8860
17890:1176,1546,2406,2512,5693,7448,7627,11887,14966,29543
17897:8,29,58,76,84,354,518,616,650,1102
17905:8,17,45,58,84,289,302,616,650,654
17919:15,17,58,302,518,542,554,564,616,654
17921:8,17,58,76,302,500,616,650,654,925
17922:8,17,58,70,76,84,302,508,616,654
17925:17,17,17,17,17,17,17,17,17,17
17926:17,17,17,17,17,17,17,17,17,17
17936:17,17,17,17,17,17,17,17,17,17
17937:17,17,17,17,17,17,17,17,17,17
17972:17,58,76,84,138,226,302,354,616,654
17974:17,58,65,224,302,378,394,736,1109,1558
17993:8,17,58,285,302,518,542,616,650,654
18005:17,17,17,17,17,17,17,17,17,17
18030:8,17,29,58,301,302,518,616,654,1102
18039:8,17,58,84,302,542,564,616,650,654
18042:8,17,58,70,76,302,508,542,616,1023
18046:168,352,463,719,1131,1528,5480,5557,6772,14754
18068:26292,79803,103517,120409,17,17,17,17,17,17
18070:8,15,17,58,302,508,518,542,616,654
18089:17,225,654,1684,21001,22243,32827,70086,74445,94695
18090:17,441,1002,1256,1744,3506,3618,4513,5083,6315
18101:8,17,245,302,441,508,616,931,947,1744
18123:17,29,58,76,84,302,354,616,654,866
18127:17,58,70,76,262,302,564,616,654,780
18133:15,17,29,58,245,285,302,518,616,654
18146:8,17,58,70,76,84,302,616,654,1471
18147:8,29,58,76,84,302,518,616,654,1102
18163:8,17,29,58,84,302,518,542,616,654
18165:17,58,76,302,542,564,616,654,736,1684
18166:8,15,17,29,58,84,302,518,616,654
18182:8,29,58,76,84,302,354,616,654,1102
18186:8,29,58,76,302,354,518,650,654,1102
18187:8,17,354,378,947,1131,1382,3256,4005,16978
18195:17,17,17,17,17,17,17,17,17,17
18200:17,58,70,76,81,226,508,564,616,654
18204:177,11497,22655,66537,69494,103120,17,17,17,17
18208:1011,2215,2543,3695,4625,7622,8427,9435,11855,17486
18209:62,76,302,542,564,616,654,19845,22155,62468
18211:8,29,58,302,354,518,542,616,654,1102
18212:8,17,58,76,302,518,542,564,616,654
18261:5328,71764,106016,17,17,17,17,17,17,17
18272:17,17,17,17,17,17,17,17,17,17
18273:17,58,70,76,226,262,302,616,654,780
18284:8,17,29,84,289,302,518,542,616,654
18306:8,17,29,58,76,84,302,542,616,650
18311:70,81,140,226,262,500,780,986,1749,3423
18316:546,704,901,1970,2064,2967,3288,73150,85496,94176
18322:189,378,1527,1712,2880,3107,3172,4755,4825,10041
18334:17,17,17,17,17,17,17,17,17,17
18337:8,17,29,84,302,542,564,616,650,654
18360:8,17,58,76,84,138,226,302,616,654
18365:378,402,542,873,1109,1693,2200,2302,3137,5567
18384:8,17,29,58,76,84,302,518,650,654
18392:8,17,58,76,84,302,518,542,654,861
18394:1446,1460,1644,1712,2337,4982,7623,14754,19057,58929
18404:8,15,17,29,58,302,542,616,650,654
18405:8,17,58,76,245,508,518,616,931,1023
18411:8,17,70,76,302,508,518,564,616,654
18416:168,219,354,859,1326,3307,3484,4032,5738,14754
18417:8,58,76,84,302,518,542,650,654,1102
18433:17,17,17,17,17,17,17,17,17,17
18491:8,17,70,81,262,616,654,780,2700,6395
18496:168,463,574,719,984,1013,1230,1400,5488,8733
18505:8,15,17,58,76,101,302,542,616,654
18510:8,17,29,58,84,302,542,616,650,654
18525:17,17,17,17,17,17,17,17,17,17
18545:8,17,58,76,245,302,564,616,1410,2733
18561:8,15,17,29,58,302,518,542,616,654
18571:8,17,29,58,76,84,542,616,650,654
18616:8,29,58,76,84,302,616,650,654,1102
18639:17,29,58,70,76,84,302,354,616,654
18648:8,17,40,94,202,245,262,698,2139,12611
18657:8,17,58,84,239,518,616,654,787,902
18663:17,58,76,182,224,236,302,616,650,654
18666:8,17,29,58,84,302,564,616,650,654
18686:8,17,58,84,302,564,616,650,654,736
18690:17,61,76,245,564,1397,2510,2548,4889,5975
18697:698,3372,3672,5545,13897,17567,37480,43803,52105,88520
18698:17,103,342,787,813,908,931,1109,1131,2193
18707:17,17,17,17,17,17,17,17,17,17
18709:8,17,58,70,76,302,542,564,616,654
18711:17,17,17,17,17,17,17,17,17,17
18712:8,70,226,302,354,1449,2523,10695,38152,59616
18713:17,17,17,17,17,17,17,17,17,17
18766:8,29,58,76,84,354,616,650,654,1102
18810:8,15,17,29,76,84,101,302,518,650
18815:8,17,58,76,302,508,518,542,616,654
18823:8,17,58,224,301,302,616,654,4032,14026
18827:40,76,81,546,698,1344,1787,2139,2600,31223
18836:8,17,58,76,81,84,302,542,616,654
18845:8,15,17,58,302,518,542,564,616,654
18852:3372,3672,8321,9289,17646,19871,25662,26312,26567,27296
18885:8,17,70,76,226,301,302,508,1023,1462
18887:709,23490,17,17,17,17,17,17,17,17
18901:8,29,58,76,84,518,616,650,654,1102
18944:8,29,58,302,616,654,10118,37715,92508,98498
18965:508,5328,42910,50496,63785,82547,102000,105647,109033,109889
18999:6,58,84,101,289,409,518,564,616,787
19001:8,29,58,76,84,302,354,616,654,1102
19006:17,17,17,17,17,17,17,17,17,17
19010:8,17,58,76,84,354,616,650,654,1102
19019:8,17,29,58,70,76,84,302,616,654
19022:17,58,70,76,226,262,302,616,654,780
19025:17,17,17,17,17,17,17,17,17,17
19030:17,17,17,17,17,17,17,17,17,17
19032:8,17,58,70,84,302,564,616,650,654
19043:17,17,17,17,17,17,17,17,17,17
19046:9383,25787,53924,74069,97380,110825,17,17,17,17
19048:17,58,76,84,138,302,616,650,654,1196
19049:17,48,245,774,899,947,970,1524,3506,4487
19050:17,17,17,17,17,17,17,17,17,17
19051:8,17,29,58,76,84,616,650,654,1102
19062:17,58,70,289,302,518,616,654,902,3017
19065:17,32,58,238,302,402,650,674,787,34309
19069:17,94,285,736,787,1002,2715,5287,10660,15335
19070:17,17,17,17,17,17,17,17,17,17
19094:15,17,61,76,224,302,353,654,1790,4239
19095:6,15,17,58,84,302,616,650,654,1023
19096:8,17,84,508,518,564,616,654,813,2139
19097:17,58,76,302,508,564,616,654,1913,2265
19102:8,29,58,76,84,354,518,542,654,1102
19129:17,17,17,17,17,17,17,17,17,17
19130:8,17,58,76,84,302,518,564,616,654
19144:15,17,61,65,76,245,364,564,616,654
19148:17,76,224,301,947,8322,9674,13077,16965,24933
19156:8,94,245,327,378,398,508,1023,1119,1276
19163:378,508,1527,1712,2880,3107,3172,4825,6434,10041
19165:8,17,84,302,518,542,654,947,1102,2950
19174:17,58,62,236,285,302,654,861,6040,14785
19176:15,17,65,245,508,518,1119,1382,1405,2302
19178:17,76,508,698,885,1546,7056,19829,31315,33572
19184:17,17,17,17,17,17,17,17,17,17
19185:32,61,81,190,483,518,986,1023,1196,1535
19198:17,76,168,302,508,564,719,984,1326,5480
19199:8,17,84,302,508,518,542,616,1352,4755
19240:8,17,58,245,542,616,891,1119,1187,2935
19241:8,29,58,76,84,302,518,616,654,1102
19243:17,58,70,76,302,542,564,616,650,654
19244:294,398,1002,1007,1991,2292,2602,4697,11188,54563
19246:8,29,58,76,84,302,354,518,616,654
19259:508,947,1023,1382,1790,15816,23200,44253,76009,78321
19262:135,168,661,719,984,1326,1740,2103,8860,11255
19265:8,17,29,58,84,285,302,616,654,1550
19276:15,17,29,58,76,84,302,616,650,654
19277:17,58,61,76,245,302,542,564,616,654
19304:17,17,17,17,17,17,17,17,17,17
19307:8,17,76,302,564,616,654,698,2139,5097
19308:8,29,58,84,302,354,518,616,650,654
19309:8,17,84,245,302,354,654,875,1187,2162
19320:8,15,17,58,76,84,302,564,616,654
19328:17,76,224,301,947,8322,9674,13077,16965,24933
19343:61118,93612,17,17,17,17,17,17,17,17
19354:17,40,61,62,76,81,238,262,358,1196
19355:17,58,61,138,285,302,542,616,654,2139
19356:377,4731,30606,59903,63060,111200,17,17,17,17
19357:641,2405,5381,12022,12586,16387,16424,31295,46724,84430
19400:8,29,58,76,84,302,518,650,654,1102
19405:10333,12009,54903,17,17,17,17,17,17,17
19410:8,17,76,224,508,616,931,947,1382,5145
19422:8,17,29,58,84,302,564,616,650,654
19433:535,656,24380,52732,68645,17,17,17,17,17
19434:8,17,58,76,302,542,564,616,650,654
19443:17,17,17,17,17,17,17,17,17,17
19444:17,76,81,238,262,358,508,564,650,2139
19446:8,17,58,76,302,518,564,616,650,654
19447:8,17,58,76,238,302,542,564,616,654
19448:76,684,698,1651,2528,4093,4146,5357,8783,10692
19452:8,17,58,76,84,302,518,616,650,654
19462:8,17,58,84,245,302,518,616,654,2030
19463:17,17,17,17,17,17,17,17,17,17
19467:8,29,58,76,84,302,354,616,654,1102
